diagnostique,maladie,symptome
1,spondylolisthesis,"back pain, low back pain, problems with movement, loss of sensation, paresthesia"
1,spondylolisthesis,"hip pain, neck pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"hip pain, back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"neck pain, low back pain, problems with movement, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"neck pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, problems with movement"
1,spondylolisthesis,"back pain, neck pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, back pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"neck pain, low back pain, paresthesia"
1,spondylolisthesis,"hip pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, problems with movement"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"back pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, loss of sensation"
1,spondylolisthesis,"hip pain, problems with movement, leg weakness"
1,spondylolisthesis,"back pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement"
1,spondylolisthesis,"leg pain, hip pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"neck pain, low back pain, loss of sensation"
1,spondylolisthesis,"leg pain, back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, neck pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, paresthesia, leg weakness"
1,spondylolisthesis,"back pain, neck pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, neck pain, low back pain, leg weakness"
1,spondylolisthesis,"back pain, low back pain, loss of sensation"
1,spondylolisthesis,"hip pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, low back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, low back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia"
1,spondylolisthesis,"hip pain, back pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain"
1,spondylolisthesis,"neck pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"neck pain, low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, low back pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"back pain, neck pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, problems with movement, paresthesia"
1,spondylolisthesis,"neck pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"neck pain, low back pain, problems with movement"
1,spondylolisthesis,"hip pain, back pain, problems with movement, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"hip pain, back pain, neck pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"neck pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"neck pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, problems with movement, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, paresthesia"
1,spondylolisthesis,"hip pain, neck pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"back pain, low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, low back pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, problems with movement, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, back pain, neck pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"back pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, problems with movement, leg weakness"
1,spondylolisthesis,"hip pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, problems with movement, paresthesia"
1,spondylolisthesis,"hip pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, neck pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, low back pain, problems with movement, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"neck pain, low back pain, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, neck pain, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"neck pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"back pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, neck pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"back pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement"
1,spondylolisthesis,"back pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, neck pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, problems with movement, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, back pain, loss of sensation"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, problems with movement, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain"
1,spondylolisthesis,"hip pain, neck pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, loss of sensation, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"neck pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"back pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"low back pain, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain"
1,spondylolisthesis,"leg pain, back pain, low back pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, paresthesia"
1,spondylolisthesis,"leg pain, neck pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"neck pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, neck pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain"
1,spondylolisthesis,"leg pain, hip pain, back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia"
1,spondylolisthesis,"leg pain, neck pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, problems with movement"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, paresthesia"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, problems with movement"
1,spondylolisthesis,"back pain, neck pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"back pain, neck pain, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, low back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"neck pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"low back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"low back pain, leg weakness"
1,spondylolisthesis,"leg pain, back pain"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, neck pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"neck pain, low back pain, problems with movement, loss of sensation, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, neck pain, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, paresthesia"
1,spondylolisthesis,"leg pain, hip pain, low back pain, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, neck pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, neck pain, low back pain, problems with movement, leg weakness"
1,spondylolisthesis,"neck pain, low back pain, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, loss of sensation"
1,spondylolisthesis,"hip pain, back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, problems with movement, loss of sensation, paresthesia"
1,spondylolisthesis,"hip pain, back pain, neck pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, low back pain, problems with movement, paresthesia, leg weakness"
1,spondylolisthesis,"back pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, neck pain, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, back pain, neck pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"hip pain, problems with movement, loss of sensation"
1,spondylolisthesis,"leg pain, back pain, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, loss of sensation, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"hip pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"hip pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, low back pain, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"back pain, problems with movement, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"leg pain, hip pain, neck pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"back pain, problems with movement, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, problems with movement, loss of sensation, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, problems with movement, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, loss of sensation, leg cramps or spasms"
1,spondylolisthesis,"leg pain, back pain, neck pain, low back pain, problems with movement, loss of sensation, paresthesia"
1,spondylolisthesis,"hip pain, back pain, problems with movement, loss of sensation, leg weakness"
1,spondylolisthesis,"hip pain, back pain, low back pain, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"neck pain, loss of sensation, paresthesia, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, neck pain, low back pain, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"hip pain, back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, leg cramps or spasms"
1,spondylolisthesis,"hip pain, back pain, low back pain, problems with movement, loss of sensation, leg cramps or spasms, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, low back pain, paresthesia, leg weakness"
1,spondylolisthesis,"leg pain, hip pain, back pain, neck pain, low back pain, paresthesia, leg cramps or spasms"
